Date,EEM,GLD,IWM,LQD,QQQ,SPY,TLT,VNQ
2005-03-01,16.10023307800293,43.220001220703125,48.05973434448242,47.89137649536133,32.10017013549805,82.23683166503906,45.71517562866211,21.981586456298828
2005-03-02,15.834858894348145,43.25,47.97288131713867,47.90861892700195,32.08313751220703,82.19613647460938,45.653961181640625,21.834796905517578
2005-03-03,15.878600120544434,42.970001220703125,48.014427185058594,47.904319763183594,31.818679809570312,82.23008728027344,45.62849807739258,21.95303726196289
2005-03-04,16.068147659301758,43.380001068115234,48.60359191894531,48.0596923828125,32.00634765625,83.25437927246094,46.122833251953125,22.364864349365234
2005-03-07,16.173864364624023,43.470001220703125,48.482749938964844,48.19776916503906,32.46697998046875,83.29508209228516,46.306217193603516,22.47087860107422
2005-03-08,16.050657272338867,44.029998779296875,48.021976470947266,47.981990814208984,32.142822265625,82.98306274414062,45.86802291870117,22.344465255737305
2005-03-09,15.958800315856934,44.02000045776367,47.47813034057617,47.52451705932617,32.04899597167969,82.06053161621094,45.118919372558594,21.71247100830078
2005-03-10,15.80570125579834,44.20000076293945,47.27417755126953,47.589256286621094,32.00634765625,82.24362182617188,45.39409637451172,21.859251022338867
2005-03-11,15.716757774353027,44.43000030517578,47.24017333984375,47.50727462768555,31.70777702331543,81.66705322265625,45.06290054321289,21.61461639404297
2005-03-14,15.596458435058594,44.029998779296875,47.59519577026367,47.502952575683594,31.85280418395996,82.17582702636719,45.33296203613281,21.91634178161621
2005-03-15,15.207880020141602,44.060001373291016,47.27417755126953,47.30878829956055,31.596887588500977,81.49748229980469,45.0475959777832,21.88779640197754
2005-03-16,15.078838348388672,44.310001373291016,47.00979232788086,47.47274398803711,31.238595962524414,80.80552673339844,45.32273483276367,21.62683868408203
2005-03-17,15.353691101074219,43.81999969482422,47.00979232788086,47.36484909057617,31.315387725830078,80.96833801269531,45.470550537109375,21.855182647705078
2005-03-18,15.284427642822266,43.88999938964844,46.75675582885742,47.22242736816406,31.144779205322266,80.72793579101562,45.1851692199707,21.7777042388916
2005-03-21,15.063526153564453,43.09000015258789,46.81340789794922,47.166351318359375,31.204496383666992,80.42830657958984,45.05775833129883,21.63091468811035
2005-03-22,14.785026550292969,42.650001525878906,46.49237060546875,46.76064682006836,30.820600509643555,79.6110610961914,44.67559051513672,21.24356460571289
2005-03-23,14.59766674041748,42.41999816894531,46.15245056152344,46.89875793457031,30.931516647338867,79.67916107177734,44.88959503173828,21.206865310668945
2005-03-24,14.581634521484375,42.38999938964844,46.32243728637695,46.99803161621094,30.94002914428711,79.77448272705078,44.9813232421875,21.249774932861328
2005-03-28,14.68224048614502,42.540000915527344,46.341400146484375,46.92896270751953,30.99974250793457,79.89028930664062,44.706146240234375,21.142488479614258
2005-03-29,14.302403450012207,42.560001373291016,45.677467346191406,47.01097869873047,30.75235939025879,79.35905456542969,44.97114562988281,21.15074920654297
2005-03-30,14.628290176391602,42.61000061035156,46.34898376464844,47.1318359375,31.33243751525879,80.48277282714844,45.195350646972656,21.431324005126953
2005-03-31,14.785026550292969,42.81999969482422,46.341400146484375,47.29580307006836,31.195964813232422,80.33295440673828,45.52151870727539,21.381820678710938
2005-04-01,14.872518539428711,42.619998931884766,46.14790725708008,47.339134216308594,30.88032341003418,79.97200775146484,45.6749382019043,21.394193649291992
2005-04-04,14.905325889587402,42.400001525878906,46.31861877441406,47.04881286621094,31.102123260498047,80.10819244384766,45.664710998535156,21.29928207397461
2005-04-05,14.901680946350098,42.45000076293945,46.4020881652832,47.19181442260742,31.187429428100586,80.48955535888672,45.547061920166016,21.249774932861328
2005-04-06,15.105814933776855,42.630001068115234,46.54627227783203,47.1657829284668,31.136234283447266,80.76876831054688,45.70561981201172,21.361183166503906
2005-04-07,15.258179664611816,42.56999969482422,46.728370666503906,46.92747116088867,31.5115909576416,81.20466613769531,45.33736801147461,21.55510902404785
2005-04-08,15.186007499694824,42.689998626708984,46.01892852783203,47.07914733886719,31.255647659301758,80.36018371582031,45.49589538574219,21.456085205078125
2005-04-11,15.040196418762207,42.779998779296875,45.79129409790039,47.20913314819336,31.119159698486328,80.42147064208984,45.741458892822266,21.476713180541992
2005-04-12,15.229752540588379,42.84000015258789,46.219993591308594,47.399810791015625,31.272733688354492,80.83688354492188,46.16594314575195,21.765548706054688
2005-04-13,14.926469802856445,42.900001525878906,45.3929443359375,47.5124626159668,30.760900497436523,79.8834457397461,46.053436279296875,21.790300369262695
2005-04-14,14.544448852539062,42.310001373291016,44.48243713378906,47.339134216308594,30.325857162475586,78.84150695800781,45.9818229675293,21.583993911743164
2005-04-15,14.238251686096191,42.400001525878906,43.871612548828125,47.5557975769043,29.634868621826172,77.73825073242188,46.59052658081055,21.744924545288086
2005-04-18,14.406664848327637,42.689998626708984,44.1523551940918,47.5644645690918,29.643394470214844,77.97660827636719,46.55467224121094,21.7119083404541
2005-04-19,14.647974014282227,43.279998779296875,44.88077163696289,47.76374435424805,29.848134994506836,78.59638977050781,47.0047721862793,21.81917953491211
2005-04-20,14.302403450012207,43.400001525878906,44.178932189941406,47.789794921875,29.600746154785156,77.49993133544922,46.887115478515625,21.765548706054688
2005-04-21,14.714314460754395,43.189998626708984,45.260154724121094,47.53844451904297,30.38554573059082,79.00497436523438,46.3961067199707,21.761423110961914
2005-04-22,14.551740646362305,43.38999938964844,44.527957916259766,47.76374435424805,29.93344497680664,78.705322265625,46.78485870361328,21.93059539794922
2005-04-25,14.827314376831055,43.439998626708984,44.93767166137695,47.880794525146484,30.180831909179688,79.222900390625,46.922950744628906,22.16990852355957
2005-04-26,14.675678253173828,43.63999938964844,44.30413055419922,47.80276870727539,29.899324417114258,78.45335388183594,46.851322174072266,22.198801040649414
2005-04-27,14.542990684509277,43.20000076293945,44.285152435302734,48.036781311035156,29.94195556640625,78.75978088378906,47.01498794555664,22.372093200683594
2005-04-28,14.311155319213867,43.0,43.15459060668945,48.236087799072266,29.643394470214844,77.77230834960938,47.362796783447266,22.318458557128906
2005-04-29,14.600589752197266,43.349998474121094,43.71987533569336,48.062767028808594,29.839597702026367,78.8279037475586,47.280975341796875,22.615543365478516
2005-05-02,14.697548866271973,42.880001068115234,44.16752624511719,48.07929992675781,29.95901870727539,79.2705307006836,47.27069854736328,22.599031448364258
2005-05-03,14.683697700500488,42.7599983215332,44.38758850097656,48.10540008544922,30.112594604492188,79.40676879882812,47.39902877807617,22.63204574584961
2005-05-04,15.083939552307129,42.900001525878906,44.88077163696289,47.99663543701172,30.479389190673828,80.01966094970703,46.98325729370117,22.652673721313477
2005-05-05,15.163410186767578,42.90999984741211,44.873191833496094,48.066246032714844,30.504974365234375,79.992431640625,47.09105682373047,22.941505432128906
2005-05-06,15.204238891601562,42.52000045776367,45.03253173828125,47.8052864074707,30.59028434753418,79.74046325683594,46.74199295043945,22.652673721313477
2005-05-09,15.218083381652832,42.54999923706055,45.46502685546875,47.63996124267578,30.735307693481445,80.23758697509766,46.78824996948242,23.044658660888672
2005-05-10,14.876168251037598,42.63999938964844,44.922523498535156,47.631256103515625,30.513498306274414,79.40676879882812,47.12187957763672,23.044658660888672
2005-05-11,14.945428848266602,42.689998626708984,44.945274353027344,47.67475509643555,30.66706657409668,79.84258270263672,47.26557540893555,23.05704116821289
2005-05-12,14.690261840820312,42.15999984741211,44.23582458496094,47.52251434326172,30.58176040649414,78.96407318115234,47.450374603271484,22.825973510742188
2005-05-13,14.539348602294922,41.95000076293945,44.076473236083984,47.787845611572266,30.914443969726562,78.80746459960938,47.635154724121094,22.817724227905273
2005-05-16,14.712129592895508,41.880001068115234,44.75556945800781,47.71391296386719,31.119159698486328,79.54296112060547,47.57868194580078,22.924997329711914
2005-05-17,14.715777397155762,41.86000061035156,45.02113723754883,47.7400016784668,31.30684471130371,80.07413482666016,47.712181091308594,23.127187728881836
2005-05-18,15.008854866027832,42.04999923706055,45.92407989501953,47.90966796875,31.73337173461914,80.89818572998047,48.03044128417969,23.3541202545166
2005-05-19,15.063526153564453,41.97999954223633,46.03788375854492,47.840030670166016,31.997827529907227,81.23865509033203,47.907188415527344,23.663578033447266
2005-05-20,15.025625228881836,41.650001525878906,45.980987548828125,47.82699203491211,32.12578201293945,81.1229248046875,47.96366882324219,23.713102340698242
2005-05-23,15.075193405151367,41.619998931884766,46.284488677978516,48.027122497558594,32.287845611572266,81.57241821289062,48.33840560913086,23.766742706298828
2005-05-24,15.031449317932129,41.72999954223633,46.09478759765625,48.13151550292969,32.390220642089844,81.38172149658203,48.471824645996094,23.436655044555664
2005-05-25,14.923554420471191,41.869998931884766,45.74958801269531,48.12712097167969,32.25373077392578,81.3204345703125,48.1330451965332,23.147817611694336
2005-05-26,15.091230392456055,41.689998626708984,46.38693618774414,48.1575927734375,32.577884674072266,81.7562484741211,48.11764144897461,23.048795700073242
2005-05-27,15.193299293518066,41.880001068115234,46.644901275634766,48.15324783325195,32.59493637084961,81.8924560546875,48.16901397705078,23.168455123901367
2005-05-31,15.062076568603516,41.650001525878906,46.54627227783203,48.3620491027832,32.48405456542969,81.36810302734375,48.76441955566406,23.411884307861328
2005-06-01,15.239960670471191,41.529998779296875,47.073612213134766,48.69436264038086,32.74846649169922,82.06273651123047,49.36153030395508,23.68008804321289
2005-06-02,15.355876922607422,42.099998474121094,47.20258712768555,48.88209533691406,32.97883224487305,82.23979949951172,49.48004150390625,23.597579956054688
2005-06-03,15.276413917541504,42.16999816894531,46.85734939575195,48.62450408935547,32.50112533569336,81.82437133789062,49.073055267333984,23.60169219970703
2005-06-06,15.430240631103516,42.47999954223633,47.03186798095703,48.75986862182617,32.509647369384766,81.7494888305664,49.33066177368164,23.77912139892578
2005-06-07,15.353691101074219,42.380001068115234,47.126712799072266,48.86031723022461,32.23667907714844,81.81074523925781,49.72224044799805,23.98130226135254
2005-06-08,15.295369148254395,42.34000015258789,46.82699203491211,48.75986862182617,32.16843032836914,81.66093444824219,49.4852294921875,24.08032989501953
2005-06-09,15.375560760498047,42.27000045776367,47.28605651855469,48.668148040771484,32.37317657470703,82.0490951538086,49.44401550292969,24.105087280273438
2005-06-10,15.419302940368652,42.619998931884766,47.38469314575195,48.4498176574707,32.03193664550781,81.85845947265625,48.88758087158203,24.05556869506836
2005-06-13,15.480545997619629,42.779998779296875,47.59715270996094,48.3363037109375,32.18547058105469,82.11720275878906,48.593894958496094,24.166990280151367
2005-06-14,15.543968200683594,42.599998474121094,48.00688552856445,48.28386688232422,32.05751037597656,82.30789947509766,48.27446746826172,24.365041732788086
2005-06-15,15.659891128540039,42.7400016784668,48.13585662841797,48.19215393066406,32.1599006652832,82.46453857421875,48.362091064453125,24.418672561645508
2005-06-16,15.799864768981934,43.459999084472656,48.6063232421875,48.240211486816406,32.33049774169922,82.67564392089844,48.60422897338867,24.443424224853516
2005-06-17,15.990144729614258,43.630001068115234,48.5759391784668,48.23146057128906,32.334781646728516,82.98194885253906,48.599056243896484,24.719886779785156
2005-06-20,15.845791816711426,43.65999984741211,48.42842102050781,48.17472839355469,32.334781646728516,83.00933837890625,48.51663589477539,24.69925308227539
2005-06-21,15.769246101379395,43.810001373291016,48.5653076171875,48.3363037109375,32.31769561767578,83.05716705322266,48.87215042114258,24.48882484436035
2005-06-22,15.917972564697266,43.720001220703125,48.67938995361328,48.681251525878906,32.28355026245117,83.12557220458984,49.46460723876953,24.451683044433594
2005-06-23,15.638016700744629,44.02000045776367,47.82002639770508,48.711830139160156,31.924936294555664,81.9563217163086,49.41307830810547,24.365041732788086
2005-06-24,15.58333683013916,43.900001525878906,47.31046676635742,48.83411407470703,31.566312789916992,81.3545913696289,49.66036605834961,24.31551742553711
2005-06-27,15.68175983428955,43.90999984741211,47.43217086791992,48.90394592285156,31.421171188354492,81.47085571289062,49.79432678222656,24.2838191986084
2005-06-28,15.799864768981934,43.45000076293945,48.16984558105469,48.751163482666016,31.72000503540039,82.15462493896484,49.45429611206055,24.404800415039062
2005-06-29,15.70800495147705,43.630001068115234,48.55009078979492,48.77733612060547,31.65168571472168,81.93582916259766,49.37703323364258,24.48406410217285
2005-06-30,15.659891128540039,43.439998626708984,48.443626403808594,48.95200729370117,31.404090881347656,81.49138641357422,49.820072174072266,24.488237380981445
2005-07-01,15.716757774353027,42.70000076293945,48.656551361083984,48.727134704589844,31.36139678955078,81.73068237304688,49.216270446777344,24.69681739807129
2005-07-05,15.786742210388184,42.279998779296875,49.42466735839844,48.56930923461914,31.68584632873535,82.38710021972656,48.7509880065918,25.009708404541016
2005-07-06,15.710189819335938,42.25,48.97597885131836,48.67451858520508,31.53217124938965,81.69649505615234,49.01979064941406,24.94712257385254
2005-07-07,15.756121635437012,42.36000061035156,49.11283874511719,48.8016242980957,31.6431827545166,82.0178451538086,49.1231803894043,24.972152709960938
2005-07-08,15.920156478881836,42.2599983215332,50.169952392578125,48.705196380615234,32.24940872192383,82.9546127319336,48.921600341796875,25.397672653198242
2005-07-11,16.16292953491211,42.540000915527344,50.78596115112305,48.437801361083984,32.54824447631836,83.37857055664062,48.921600341796875,25.70638084411621
2005-07-12,16.355398178100586,42.63999938964844,50.62624740600586,48.328208923339844,32.70192337036133,83.59735870361328,48.6475944519043,25.702211380004883
2005-07-13,16.344465255737305,42.349998474121094,50.51215362548828,48.437801361083984,32.77873611450195,83.713623046875,48.575233459472656,25.552030563354492
2005-07-14,16.438508987426758,41.900001525878906,50.14713668823242,48.481658935546875,33.10325622558594,84.04181671142578,48.45115661621094,25.126514434814453
2005-07-15,16.348838806152344,42.04999923706055,50.1927604675293,48.503578186035156,33.205692291259766,83.99397277832031,48.58038330078125,25.23080062866211
2005-07-18,16.29852867126465,42.0099983215332,49.903778076171875,48.46410369873047,33.069091796875,83.65890502929688,48.218505859375,25.29755973815918
2005-07-19,16.484434127807617,41.88999938964844,50.60342788696289,48.503578186035156,33.45330047607422,84.11701965332031,48.38909149169922,25.489459991455078
2005-07-20,16.486629486083984,42.20000076293945,51.21944046020508,48.55615234375,33.69237518310547,84.40422058105469,48.65272521972656,25.714731216430664
2005-07-21,16.665966033935547,42.459999084472656,50.4209098815918,48.30626678466797,33.70092010498047,83.91192626953125,47.991031646728516,25.351783752441406
2005-07-22,16.626604080200195,42.45000076293945,51.19662857055664,48.52987289428711,33.658226013183594,84.47260284423828,48.36323928833008,25.552030563354492
2005-07-25,16.482250213623047,42.5099983215332,50.86203384399414,48.52547073364258,33.5301399230957,84.2332763671875,48.18748474121094,25.552030563354492
2005-07-26,16.576292037963867,42.25,51.01410675048828,48.53424072265625,33.658226013183594,84.33584594726562,48.26502227783203,25.83570671081543
2005-07-27,16.665966033935547,42.439998626708984,51.15861892700195,48.472877502441406,33.91437911987305,84.64353942871094,48.18748474121094,25.906633377075195
2005-07-28,16.873750686645508,42.75,51.683326721191406,48.656959533691406,34.07658767700195,85.17686462402344,48.616580963134766,26.269580841064453
2005-07-29,16.862812042236328,42.81999969482422,51.63010025024414,48.54737854003906,33.79482650756836,84.60938262939453,48.13579177856445,26.236202239990234
2005-08-01,17.13839340209961,43.130001068115234,51.60728454589844,48.43207931518555,33.85459518432617,84.54781341552734,47.956722259521484,26.219512939453125
2005-08-02,17.44239616394043,43.13999938964844,51.995155334472656,48.34404373168945,34.22175216674805,85.05377960205078,47.80107498168945,26.40723419189453
2005-08-03,17.39866065979004,43.529998779296875,51.73656463623047,48.458492279052734,34.204673767089844,85.2794418334961,48.03459930419922,26.34467124938965
2005-08-04,17.24555778503418,43.68000030517578,50.86960220336914,48.458492279052734,33.871681213378906,84.59564971923828,47.93598175048828,25.898296356201172
2005-08-05,16.928428649902344,43.599998474121094,50.169952392578125,48.37485885620117,33.709434509277344,84.02131652832031,47.56238555908203,25.001359939575195
2005-08-08,17.04434585571289,43.349998474121094,49.995033264160156,48.154781341552734,33.46183395385742,83.86405944824219,47.47421646118164,24.100257873535156
2005-08-09,17.387727737426758,43.34000015258789,50.07109069824219,48.2340202331543,33.683815002441406,84.37000274658203,47.65061569213867,24.212890625
2005-08-10,17.573625564575195,43.650001525878906,50.002620697021484,48.27363967895508,33.393524169921875,84.32898712158203,47.59872817993164,24.446516036987305
2005-08-11,17.475215911865234,44.45000076293945,50.43613052368164,48.42328643798828,33.666751861572266,84.6640396118164,47.930850982666016,24.771907806396484
2005-08-12,17.289302825927734,44.4900016784668,49.82773971557617,48.65657424926758,33.478919982910156,84.14437103271484,48.41857147216797,24.75105857849121
2005-08-15,17.409597396850586,44.130001068115234,50.360084533691406,48.58613204956055,33.683815002441406,84.6640396118164,48.294044494628906,24.984668731689453
2005-08-16,17.10776710510254,44.54999923706055,49.4779052734375,48.713775634765625,33.13737869262695,83.56320190429688,48.631351470947266,25.130678176879883
2005-08-17,17.118711471557617,43.90999984741211,49.41704559326172,48.58613204956055,33.333770751953125,83.55634307861328,48.30961990356445,24.930437088012695
2005-08-18,16.803760528564453,43.83000183105469,49.25735855102539,48.722557067871094,33.16298294067383,83.54952239990234,48.667625427246094,24.763572692871094
2005-08-19,16.73814582824707,43.599998474121094,49.51591873168945,48.678565979003906,33.14591598510742,83.74095916748047,48.6624870300293,24.675960540771484
2005-08-22,16.94593048095703,43.70000076293945,49.79731750488281,48.65657424926758,33.16298294067383,83.74095916748047,48.61054229736328,24.75105857849121
2005-08-23,16.786264419555664,43.7599983215332,49.78969955444336,48.69617462158203,33.069091796875,83.5837173461914,48.83370590209961,24.8553466796875
2005-08-24,16.567550659179688,43.59000015258789,49.591976165771484,48.678565979003906,32.8726806640625,82.83837890625,48.88037109375,24.942955017089844
2005-08-25,16.75345802307129,43.72999954223633,49.86575698852539,48.77098083496094,32.94954299926758,83.13923645019531,49.036094665527344,24.972152709960938
2005-08-26,16.73158836364746,43.61000061035156,49.05202102661133,48.850189208984375,32.83854293823242,82.57172393798828,49.020503997802734,24.663450241088867
2005-08-29,16.915307998657227,43.56999969482422,49.71364212036133,48.85458755493164,33.09468460083008,83.20758819580078,49.08274459838867,24.667617797851562
2005-08-30,16.73814582824707,43.0099983215332,49.49311447143555,48.933837890625,32.97513961791992,82.77001190185547,49.394126892089844,24.742708206176758
2005-08-31,17.08590316772461,43.400001525878906,50.59583282470703,49.27712631225586,33.282535552978516,83.816162109375,49.80921173095703,25.172399520874023
2005-09-01,17.322111129760742,44.220001220703125,50.59583282470703,49.1379508972168,33.231300354003906,83.75463104248047,49.509307861328125,25.397672653198242
2005-09-02,17.475215911865234,44.25,50.322044372558594,49.151145935058594,33.10325622558594,83.60421752929688,49.55099105834961,25.330934524536133
2005-09-06,17.693927764892578,44.27000045776367,51.074947357177734,49.04953384399414,33.589927673339844,84.58201599121094,49.20207214355469,25.87325668334961
2005-09-07,17.71579360961914,44.33000183105469,51.22704315185547,48.87276077270508,33.64968490600586,84.72560119628906,48.73867416381836,25.81902313232422
2005-09-08,17.687358856201172,44.599998474121094,50.938053131103516,48.886024475097656,33.641136169433594,84.44524383544922,48.79072952270508,25.65215492248535
2005-09-09,17.947633743286133,44.84000015258789,51.24985885620117,48.90812683105469,33.8289909362793,85.1973648071289,48.94693374633789,25.7814884185791
2005-09-12,17.921384811401367,44.88999938964844,51.477989196777344,48.78438186645508,33.92289733886719,85.02640533447266,48.608482360839844,25.702211380004883
2005-09-13,17.720170974731445,44.560001373291016,51.0825309753418,48.86836242675781,33.83753967285156,84.55463409423828,48.86362838745117,25.506139755249023
2005-09-14,17.6567440032959,44.959999084472656,50.49697494506836,48.749053955078125,33.45330047607422,84.24691009521484,48.67621612548828,25.48528480529785
2005-09-15,17.759536743164062,45.41999816894531,50.322044372558594,48.57665252685547,33.436222076416016,84.20594024658203,48.27522277832031,25.497802734375
2005-09-16,18.032928466796875,45.81999969482422,50.90764236450195,48.444091796875,33.641136169433594,84.80474090576172,47.95759963989258,25.552030563354492
2005-09-19,18.006685256958008,46.25,50.664268493652344,48.57665252685547,33.376461029052734,84.52316284179688,48.0617790222168,25.351783752441406
2005-09-20,18.05480194091797,46.22999954223633,49.93419647216797,48.5015754699707,33.23984909057617,83.80902862548828,48.18671798706055,25.15571403503418
2005-09-21,18.22540283203125,47.060001373291016,49.12806701660156,48.718109130859375,32.8726806640625,83.02621459960938,48.63454055786133,24.60087013244629
2005-09-22,18.043867111206055,46.36000061035156,49.379032135009766,48.691585540771484,32.99222946166992,83.32147979736328,48.58765411376953,24.734371185302734
2005-09-23,18.0285587310791,46.279998779296875,49.720767974853516,48.55017852783203,33.08614730834961,83.39016723632812,48.22315216064453,24.755233764648438
2005-09-26,18.188215255737305,46.56999969482422,50.056427001953125,48.3955078125,33.09468460083008,83.48628997802734,48.00442123413086,24.95186424255371
2005-09-27,18.06792640686035,46.25,49.88861083984375,48.439693450927734,33.017818450927734,83.4656982421875,48.07216262817383,24.88857078552246
2005-09-28,18.27351188659668,46.79999923706055,49.81993865966797,48.541297912597656,33.02638244628906,83.54806518554688,48.39499282836914,24.648048400878906
2005-09-29,18.595020294189453,47.099998474121094,50.369178771972656,48.52363967895508,33.47039031982422,84.22793579101562,48.176300048828125,25.108001708984375
2005-09-30,18.56440544128418,46.70000076293945,50.64381790161133,48.36012649536133,33.69237518310547,84.48882293701172,48.009674072265625,25.508892059326172
2005-10-03,18.682506561279297,46.41999816894531,50.94893264770508,48.21194839477539,33.777748107910156,84.18669128417969,47.6342887878418,25.432931900024414
2005-10-04,18.507543563842773,46.45000076293945,50.1784553527832,48.2740364074707,33.55575942993164,83.23908996582031,47.7911262512207,25.00250244140625
2005-10-05,17.945446014404297,46.36000061035156,48.89691925048828,48.34061813354492,33.09468460083008,82.14723205566406,48.00028610229492,24.614286422729492
2005-10-06,17.317739486694336,47.209999084472656,48.46210479736328,48.2341423034668,32.65922546386719,81.8519515991211,47.81730651855469,24.58052635192871
2005-10-07,17.746414184570312,47.36000061035156,48.89691925048828,48.31398391723633,32.73606491088867,82.13353729248047,48.01066970825195,24.32733154296875
2005-10-10,17.687358856201172,47.369998931884766,48.347694396972656,48.2829475402832,32.55674362182617,81.43997955322266,47.97932815551758,24.015060424804688
2005-10-11,17.7639102935791,47.38999938964844,47.6764030456543,48.203060150146484,32.39455032348633,81.32325744628906,47.87999725341797,23.909570693969727
2005-10-12,17.219318389892578,46.849998474121094,47.00513458251953,47.99895477294922,32.010311126708984,80.68463134765625,47.41474533081055,23.479150772094727
