,portfolio_return,turnover,transaction_cost,net_return
2007-02-01,0.004440589130444663,0.0,0.0,0.004440589130444663
2007-02-02,-0.0009910918871087748,0.0,0.0,-0.0009910918871087748
2007-02-05,0.0004195839104282125,0.0,0.0,0.0004195839104282125
2007-02-06,0.005173056642317587,0.0,0.0,0.005173056642317587
2007-02-07,0.004893428810914525,0.0,0.0,0.004893428810914525
2007-02-08,-7.558568942431254e-05,0.0,0.0,-7.558568942431254e-05
2007-02-09,-0.006746110764143637,0.0,0.0,-0.006746110764143637
2007-02-12,-0.005511606998359325,0.0,0.0,-0.005511606998359325
2007-02-13,0.006734759342237188,0.0,0.0,0.006734759342237188
2007-02-14,0.007764820916719687,0.0,0.0,0.007764820916719687
2007-02-15,0.002655723922208888,0.0,0.0,0.002655723922208888
2007-02-16,0.0004366082586056376,0.0,0.0,0.0004366082586056376
2007-02-20,0.002182917960335462,0.0,0.0,0.002182917960335462
2007-02-21,0.004079678599034238,0.0,0.0,0.004079678599034238
2007-02-22,-0.00123146301286355,0.0,0.0,-0.00123146301286355
2007-02-23,-0.0023483061325352246,0.0,0.0,-0.0023483061325352246
2007-02-26,0.0005432096213442874,0.0,0.0,0.0005432096213442874
2007-02-27,-0.03375049766148234,0.0,0.0,-0.03375049766148234
2007-02-28,0.008166286658199039,0.0,0.0,0.008166286658199039
2007-03-01,-0.0059796562130884,0.0,0.0,-0.0059796562130884
2007-03-02,-0.012321131441267275,0.0,0.0,-0.012321131441267275
2007-03-05,-0.014676096210297526,0.0,0.0,-0.014676096210297526
2007-03-06,0.018969305855823276,0.0,0.0,0.018969305855823276
2007-03-07,-0.0026660128922657627,0.0,0.0,-0.0026660128922657627
2007-03-08,0.008413348831086163,0.0,0.0,0.008413348831086163
2007-03-09,0.0007064888719264875,0.0,0.0,0.0007064888719264875
2007-03-12,0.0035706863134396375,0.0,0.0,0.0035706863134396375
2007-03-13,-0.015271549038387613,0.0,0.0,-0.015271549038387613
2007-03-14,0.005433248290806212,0.0,0.0,0.005433248290806212
2007-03-15,0.0030655009229095254,0.0,0.0,0.0030655009229095254
2007-03-16,-0.0030446261134095625,0.0,0.0,-0.0030446261134095625
2007-03-19,0.008009662245645487,0.0,0.0,0.008009662245645487
2007-03-20,0.005308238863144438,0.0,0.0,0.005308238863144438
2007-03-21,0.013328334137805476,0.0,0.0,0.013328334137805476
2007-03-22,-0.0024143911721451125,0.0,0.0,-0.0024143911721451125
2007-03-23,-0.0012057526154139252,0.0,0.0,-0.0012057526154139252
2007-03-26,-0.0003105509310113374,0.0,0.0,-0.0003105509310113374
2007-03-27,-0.0041245597612351624,0.0,0.0,-0.0041245597612351624
2007-03-28,-0.005877439984425275,0.0,0.0,-0.005877439984425275
2007-03-29,0.0020205002906494253,0.0,0.0,0.0020205002906494253
2007-03-30,0.0018663692333843,0.0,0.0,0.0018663692333843
2007-04-02,0.002756493176280825,0.0,0.0,0.002756493176280825
2007-04-03,0.007145185491824826,0.0,0.0,0.007145185491824826
2007-04-04,0.002873926910085025,0.0,0.0,0.002873926910085025
2007-04-05,0.00023595317677354996,0.0,0.0,0.00023595317677354996
2007-04-09,-0.0008731922089110626,0.0,0.0,-0.0008731922089110626
2007-04-10,0.004090209939795438,0.0,0.0,0.004090209939795438
2007-04-11,-0.0061141333106478745,0.0,0.0,-0.0061141333106478745
2007-04-12,0.0036456668633349375,0.0,0.0,0.0036456668633349375
2007-04-13,0.0046163121672480375,0.0,0.0,0.0046163121672480375
2007-04-16,0.007487045683332,0.0,0.0,0.007487045683332
2007-04-17,0.00181609644181025,0.0,0.0,0.00181609644181025
2007-04-18,-0.0013496575485575375,0.0,0.0,-0.0013496575485575375
2007-04-19,-0.0037930068994138496,0.0,0.0,-0.0037930068994138496
2007-04-20,0.007518925383242586,0.0,0.0,0.007518925383242586
2007-04-23,0.0004885993625970375,0.0,0.0,0.0004885993625970375
2007-04-24,-0.0004434007751944624,0.0,0.0,-0.0004434007751944624
2007-04-25,0.004295113764928513,0.0,0.0,0.004295113764928513
2007-04-26,-0.0018387306764549999,0.0,0.0,-0.0018387306764549999
2007-04-27,-0.00029327729872876253,0.0,0.0,-0.00029327729872876253
2007-04-30,-0.008852067378863088,0.0,0.0,-0.008852067378863088
2007-05-01,-0.0006035789402121375,0.0,0.0,-0.0006035789402121375
2007-05-02,0.00701699363756165,0.0,0.0,0.00701699363756165
2007-05-03,0.0038261660015552874,0.0,0.0,0.0038261660015552874
2007-05-04,0.0023384484828403254,0.0,0.0,0.0023384484828403254
2007-05-07,0.0014195557697782126,0.0,0.0,0.0014195557697782126
2007-05-08,-0.003828682425472775,0.0,0.0,-0.003828682425472775
2007-05-09,0.002969421839281488,0.0,0.0,0.002969421839281488
2007-05-10,-0.011726521658431851,0.0,0.0,-0.011726521658431851
2007-05-11,0.00888122663420145,0.0,0.0,0.00888122663420145
2007-05-14,-0.004963358455075325,0.0,0.0,-0.004963358455075325
2007-05-15,-0.003540141614952437,0.0,0.0,-0.003540141614952437
2007-05-16,0.0014155232319886125,0.0,0.0,0.0014155232319886125
2007-05-17,-0.006374790336071187,0.0,0.0,-0.006374790336071187
2007-05-18,0.0026400780240539625,0.0,0.0,0.0026400780240539625
2007-05-21,0.003852112582834588,0.0,0.0,0.003852112582834588
2007-05-22,0.0006914787255080123,0.0,0.0,0.0006914787255080123
2007-05-23,-0.0018835294244661873,0.0,0.0,-0.0018835294244661873
2007-05-24,-0.010984831093651488,0.0,0.0,-0.010984831093651488
2007-05-25,0.004713076509207237,0.0,0.0,0.004713076509207237
2007-05-29,0.0065066352839636115,0.0,0.0,0.0065066352839636115
2007-05-30,0.007120916776038362,0.0,0.0,0.007120916776038362
2007-05-31,0.002220866228351062,0.0,0.0,0.002220866228351062
2007-06-01,0.005156753301082163,0.0,0.0,0.005156753301082163
2007-06-04,0.0014221774053059751,0.0,0.0,0.0014221774053059751
2007-06-05,-0.0049450754128561505,0.0,0.0,-0.0049450754128561505
2007-06-06,-0.008011159343012213,0.0,0.0,-0.008011159343012213
2007-06-07,-0.01856718751379566,0.0,0.0,-0.01856718751379566
2007-06-08,0.0063947098996856,0.0,0.0,0.0063947098996856
2007-06-11,-0.0006301369533218003,0.0,0.0,-0.0006301369533218003
2007-06-12,-0.012249366397298424,0.0,0.0,-0.012249366397298424
2007-06-13,0.012953294875395725,0.0,0.0,0.012953294875395725
2007-06-14,0.0031235586604238504,0.0,0.0,0.0031235586604238504
2007-06-15,0.009351656466169712,0.0,0.0,0.009351656466169712
2007-06-18,-0.0022604968100081915,0.0,0.0,-0.0022604968100081915
2007-06-19,0.003969758936691375,0.0,0.0,0.003969758936691375
2007-06-20,-0.013086707085144662,0.0,0.0,-0.013086707085144662
2007-06-21,0.0038263965900944877,0.0,0.0,0.0038263965900944877
2007-06-22,-0.003915478761508075,0.0,0.0,-0.003915478761508075
2007-06-25,-0.0046484859384325755,0.0,0.0,-0.0046484859384325755
2007-06-26,-0.006093554538440975,0.0,0.0,-0.006093554538440975
2007-06-27,0.011405546224876738,0.0,0.0,0.011405546224876738
2007-06-28,0.0002864159516782499,0.0,0.0,0.0002864159516782499
2007-06-29,0.001442833279967375,0.0,0.0,0.001442833279967375
2007-07-02,0.01101446930993375,0.0,0.0,0.01101446930993375
2007-07-03,0.0011401180042390126,0.0,0.0,0.0011401180042390126
2007-07-05,0.0005621104288124128,0.0,0.0,0.0005621104288124128
2007-07-06,0.0038597638606158507,0.0,0.0,0.0038597638606158507
2007-07-09,0.0026856313205221747,0.0,0.0,0.0026856313205221747
2007-07-10,-0.007213775970818787,0.0,0.0,-0.007213775970818787
2007-07-11,0.001072645301236175,0.0,0.0,0.001072645301236175
2007-07-12,0.009824064342762675,0.0,0.0,0.009824064342762675
2007-07-13,0.00497901826210685,0.0,0.0,0.00497901826210685
2007-07-16,-0.00191912352308175,0.0,0.0,-0.00191912352308175
2007-07-17,-0.00023721792089054987,0.0,0.0,-0.00023721792089054987
2007-07-18,-0.00011826964635883739,0.0,0.0,-0.00011826964635883739
2007-07-19,0.003355777298576038,0.0,0.0,0.003355777298576038
2007-07-20,-0.004353406506291199,0.0,0.0,-0.004353406506291199
2007-07-23,0.0007923735143230749,0.0,0.0,0.0007923735143230749
2007-07-24,-0.01360607471297575,0.0,0.0,-0.01360607471297575
2007-07-25,-0.0013933819804534627,0.0,0.0,-0.0013933819804534627
2007-07-26,-0.01789341835782475,0.0,0.0,-0.01789341835782475
2007-07-27,-0.014518089019263599,0.0,0.0,-0.014518089019263599
2007-07-30,0.012483670001579475,0.0,0.0,0.012483670001579475
2007-07-31,-0.007660781591800074,0.0,0.0,-0.007660781591800074
2007-08-01,0.0038033729355300377,0.0,0.0,0.0038033729355300377
2007-08-02,0.006610903519405137,0.0,0.0,0.006610903519405137
2007-08-03,-0.017675312846256223,0.0,0.0,-0.017675312846256223
2007-08-06,0.009474958475585687,0.0,0.0,0.009474958475585687
2007-08-07,0.00590243082348685,0.0,0.0,0.00590243082348685
2007-08-08,0.01491753038137115,0.0,0.0,0.01491753038137115
2007-08-09,-0.018676426605522125,0.0,0.0,-0.018676426605522125
2007-08-10,-0.005883965157602188,0.0,0.0,-0.005883965157602188
2007-08-13,0.0014617331419718629,0.0,0.0,0.0014617331419718629
2007-08-14,-0.011971530867873725,0.0,0.0,-0.011971530867873725
2007-08-15,-0.0141898655129504,0.0,0.0,-0.0141898655129504
2007-08-16,0.0025119924260215247,0.0,0.0,0.0025119924260215247
2007-08-17,0.014149073320314114,0.0,0.0,0.014149073320314114
2007-08-20,0.0043345829635087745,0.0,0.0,0.0043345829635087745
2007-08-21,0.0027897535546409125,0.0,0.0,0.0027897535546409125
2007-08-22,0.012106764423428487,0.0,0.0,0.012106764423428487
2007-08-23,-0.0032709635395309126,0.0,0.0,-0.0032709635395309126
2007-08-24,0.0109224329144376,0.0,0.0,0.0109224329144376
2007-08-27,-0.005838668442357951,0.0,0.0,-0.005838668442357951
2007-08-28,-0.017517331771265462,0.0,0.0,-0.017517331771265462
2007-08-29,0.018547128704299313,0.0,0.0,0.018547128704299313
2007-08-30,0.00016273065196190014,0.0,0.0,0.00016273065196190014
2007-08-31,0.011023792950107799,0.0,0.0,0.011023792950107799
2007-09-04,0.010138350101220312,0.0,0.0,0.010138350101220312
2007-09-05,-0.0067483801952593495,0.0,0.0,-0.0067483801952593495
2007-09-06,0.004070312880748862,0.0,0.0,0.004070312880748862
2007-09-07,-0.008666894071380726,0.0,0.0,-0.008666894071380726
2007-09-10,-0.0015255881600772124,0.0,0.0,-0.0015255881600772124
2007-09-11,0.011346403836036476,0.0,0.0,0.011346403836036476
2007-09-12,-0.001818737582433775,0.0,0.0,-0.001818737582433775
2007-09-13,0.003976572105857038,0.0,0.0,0.003976572105857038
2007-09-14,0.0021554172677195112,0.0,0.0,0.0021554172677195112
2007-09-17,-0.0025268318054125125,0.0,0.0,-0.0025268318054125125
2007-09-18,0.022867216585700248,0.0,0.0,0.022867216585700248
2007-09-19,0.0032913261353332626,0.0,0.0,0.0032913261353332626
2007-09-20,-0.006535491756744949,0.0,0.0,-0.006535491756744949
2007-09-21,0.005014840551773938,0.0,0.0,0.005014840551773938
2007-09-24,0.00413905202009115,0.0,0.0,0.00413905202009115
2007-09-25,-0.00361406585189885,0.0,0.0,-0.00361406585189885
2007-09-26,0.005676652508222425,0.0,0.0,0.005676652508222425
2007-09-27,0.007302896262125226,0.0,0.0,0.007302896262125226
2007-09-28,-0.0028674924523813374,0.0,0.0,-0.0028674924523813374
2007-10-01,0.013340169596988038,0.0,0.0,0.013340169596988038
2007-10-02,0.001381840885816137,0.0,0.0,0.001381840885816137
2007-10-03,-0.00650041548011265,0.0,0.0,-0.00650041548011265
2007-10-04,0.006335486412748938,0.0,0.0,0.006335486412748938
2007-10-05,0.012539650266373362,0.0,0.0,0.012539650266373362
2007-10-08,-0.005700996598425099,0.0,0.0,-0.005700996598425099
2007-10-09,0.00630380701897755,0.0,0.0,0.00630380701897755
2007-10-10,0.00025604333058797503,0.0,0.0,0.00025604333058797503
2007-10-11,-0.004557948745034438,0.0,0.0,-0.004557948745034438
2007-10-12,0.004646979321803487,0.0,0.0,0.004646979321803487
2007-10-15,-0.0060446517385093,0.0,0.0,-0.0060446517385093
2007-10-16,-0.006673114370566663,0.0,0.0,-0.006673114370566663
2007-10-17,0.006045208989360713,0.0,0.0,0.006045208989360713
2007-10-18,0.003634390765614532,0.0,0.0,0.003634390765614532
2007-10-19,-0.01974437841063431,0.0,0.0,-0.01974437841063431
2007-10-22,0.0071460421147651375,0.0,0.0,0.0071460421147651375
2007-10-23,0.009431209199234212,0.0,0.0,0.009431209199234212
2007-10-24,-0.0027448901948033877,0.0,0.0,-0.0027448901948033877
2007-10-25,0.0002689163542619875,0.0,0.0,0.0002689163542619875
2007-10-26,0.013170500652129425,0.0,0.0,0.013170500652129425
2007-10-29,0.0030376694911606874,0.0,0.0,0.0030376694911606874
2007-10-30,-0.003607464265832851,0.0,0.0,-0.003607464265832851
2007-10-31,0.01020523130022155,0.0,0.0,0.01020523130022155
2007-11-01,-0.01991882734463065,0.0,0.0,-0.01991882734463065
2007-11-02,0.003270279552650612,0.0,0.0,0.003270279552650612
2007-11-05,-0.009537132903124775,0.0,0.0,-0.009537132903124775
2007-11-06,0.012858380440132076,0.0,0.0,0.012858380440132076
2007-11-07,-0.017109092592755462,0.0,0.0,-0.017109092592755462
2007-11-08,-0.0031396773464101996,0.0,0.0,-0.0031396773464101996
2007-11-09,-0.0098267976316996,0.0,0.0,-0.0098267976316996
2007-11-12,-0.016997793354342827,0.0,0.0,-0.016997793354342827
2007-11-13,0.025486688624306312,0.0,0.0,0.025486688624306312
2007-11-14,-0.0037005584986014375,0.0,0.0,-0.0037005584986014375
2007-11-15,-0.0094511915590457,0.0,0.0,-0.0094511915590457
2007-11-16,-0.0006519110999916365,0.0,0.0,-0.0006519110999916365
2007-11-19,-0.013642539200454875,0.0,0.0,-0.013642539200454875
2007-11-20,0.005562569050038038,0.0,0.0,0.005562569050038038
2007-11-21,-0.012615250790708387,0.0,0.0,-0.012615250790708387
2007-11-23,0.014871416926307663,0.0,0.0,0.014871416926307663
2007-11-26,-0.014901044858995589,0.0,0.0,-0.014901044858995589
2007-11-27,0.00880556171075415,0.0,0.0,0.00880556171075415
2007-11-28,0.0220135343741083,0.0,0.0,0.0220135343741083
2007-11-29,-0.004567802623523,0.0,0.0,-0.004567802623523
2007-11-30,0.0038981704214038496,0.0,0.0,0.0038981704214038496
2007-12-03,-0.0032215280166273627,0.0,0.0,-0.0032215280166273627
2007-12-04,-0.004885259210170863,0.0,0.0,-0.004885259210170863
2007-12-05,0.01314108522135304,0.0,0.0,0.01314108522135304
2007-12-06,0.011494938655972113,0.0,0.0,0.011494938655972113
2007-12-07,-0.005255129860577925,0.0,0.0,-0.005255129860577925
2007-12-10,0.0066818825168392,0.0,0.0,0.0066818825168392
2007-12-11,-0.02122396666083006,0.0,0.0,-0.02122396666083006
2007-12-12,0.007430252226540238,0.0,0.0,0.007430252226540238
2007-12-13,-0.011745149042369837,0.0,0.0,-0.011745149042369837
2007-12-14,-0.013514554473441388,0.0,0.0,-0.013514554473441388
2007-12-17,-0.014478194775988901,0.0,0.0,-0.014478194775988901
2007-12-18,0.011580389394210164,0.0,0.0,0.011580389394210164
2007-12-19,0.005540260125674913,0.0,0.0,0.005540260125674913
2007-12-20,0.00356502756609215,0.0,0.0,0.00356502756609215
2007-12-21,0.013483855424737373,0.0,0.0,0.013483855424737373
2007-12-24,0.007686242661631613,0.0,0.0,0.007686242661631613
2007-12-26,0.0010917981767286874,0.0,0.0,0.0010917981767286874
2007-12-27,-0.009370804533610326,0.0,0.0,-0.009370804533610326
2007-12-28,0.000988612244975725,0.0,0.0,0.000988612244975725
2007-12-31,-0.0037805939790845626,0.0,0.0,-0.0037805939790845626
2008-01-02,6.0098522939912476e-05,0.0,0.0,6.0098522939912476e-05
2008-01-03,-0.0033117310997076376,0.0,0.0,-0.0033117310997076376
2008-01-04,-0.02111884077410346,0.0,0.0,-0.02111884077410346
2008-01-07,0.0015063401851042745,0.0,0.0,0.0015063401851042745
2008-01-08,-0.012068925872005512,0.0,0.0,-0.012068925872005512
2008-01-09,0.011071210739503512,0.0,0.0,0.011071210739503512
2008-01-10,0.006442644719502661,0.0,0.0,0.006442644719502661
2008-01-11,-0.007291038300740187,0.0,0.0,-0.007291038300740187
2008-01-14,0.006786450081386138,0.0,0.0,0.006786450081386138
2008-01-15,-0.017064432032423624,0.0,0.0,-0.017064432032423624
2008-01-16,-0.009135547648486526,0.0,0.0,-0.009135547648486526
2008-01-17,-0.011605488512166539,0.0,0.0,-0.011605488512166539
2008-01-18,-0.0012744439920041625,0.0,0.0,-0.0012744439920041625
2008-01-22,-0.0029914256557372247,0.0,0.0,-0.0029914256557372247
2008-01-23,0.018285588641903612,0.0,0.0,0.018285588641903612
2008-01-24,0.002404847421317575,0.0,0.0,0.002404847421317575
2008-01-25,-0.004220339617742299,0.0,0.0,-0.004220339617742299
2008-01-28,0.014336512575378726,0.0,0.0,0.014336512575378726
2008-01-29,-0.002467056528726075,0.0,0.0,-0.002467056528726075
2008-01-30,-0.0072546236192768876,0.0,0.0,-0.0072546236192768876
2008-01-31,0.012807905413744287,0.0,0.0,0.012807905413744287
2008-02-01,0.012202946278946762,0.0,0.0,0.012202946278946762
2008-02-04,-0.007675143262278363,0.0,0.0,-0.007675143262278363
2008-02-05,-0.022286794167684976,0.0,0.0,-0.022286794167684976
2008-02-06,-0.008551294075035163,0.0,0.0,-0.008551294075035163
2008-02-07,0.005767448182180075,0.0,0.0,0.005767448182180075
2008-02-08,-0.000988137913081888,0.0,0.0,-0.000988137913081888
2008-02-11,0.0023558486567542124,0.0,0.0,0.0023558486567542124
2008-02-12,0.0032455902479995124,0.0,0.0,0.0032455902479995124
2008-02-13,0.008099006295980336,0.0,0.0,0.008099006295980336
2008-02-14,-0.012028266700049525,0.0,0.0,-0.012028266700049525
2008-02-15,0.00147185666333545,0.0,0.0,0.00147185666333545
2008-02-19,0.0038103944606078625,0.0,0.0,0.0038103944606078625
2008-02-20,0.00621011073621865,0.0,0.0,0.00621011073621865
2008-02-21,-0.007670574497120063,0.0,0.0,-0.007670574497120063
2008-02-22,0.005359850882210375,0.0,0.0,0.005359850882210375
2008-02-25,0.007707956664003949,0.0,0.0,0.007707956664003949
2008-02-26,0.006435954097254975,0.0,0.0,0.006435954097254975
2008-02-27,0.0023121255775536377,0.0,0.0,0.0023121255775536377
2008-02-28,-0.002876168925424525,0.0,0.0,-0.002876168925424525
2008-02-29,-0.01274194982171585,0.0,0.0,-0.01274194982171585
2008-03-03,0.000268240546265651,0.0,0.0,0.000268240546265651
2008-03-04,-0.009264451779268738,0.0,0.0,-0.009264451779268738
2008-03-05,0.007800189156754476,0.0,0.0,0.007800189156754476
2008-03-06,-0.020894707132051812,0.0,0.0,-0.020894707132051812
2008-03-07,-0.00233907085599785,0.0,0.0,-0.00233907085599785
2008-03-10,-0.009363612326287825,0.0,0.0,-0.009363612326287825
2008-03-11,0.02804594553957385,0.0,0.0,0.02804594553957385
2008-03-12,-0.0027726153426341368,0.0,0.0,-0.0027726153426341368
2008-03-13,0.003386512385986175,0.0,0.0,0.003386512385986175
2008-03-14,-0.012596654024109949,0.0,0.0,-0.012596654024109949
2008-03-17,-0.005439591099452425,0.0,0.0,-0.005439591099452425
2008-03-18,0.023748620077616238,0.0,0.0,0.023748620077616238
2008-03-19,-0.020084400406760135,0.0,0.0,-0.020084400406760135
2008-03-20,0.009811023220026888,0.0,0.0,0.009811023220026888
2008-03-24,0.01655873057727294,0.0,0.0,0.01655873057727294
2008-03-25,0.008135247537206888,0.0,0.0,0.008135247537206888
2008-03-26,-0.005312394881063037,0.0,0.0,-0.005312394881063037
2008-03-27,-0.0080835258830939,0.0,0.0,-0.0080835258830939
2008-03-28,-0.005264937418334162,0.0,0.0,-0.005264937418334162
2008-03-31,0.0012588239632446623,0.0,0.0,0.0012588239632446623
2008-04-01,0.0184186727435334,0.0,0.0,0.0184186727435334
2008-04-02,0.003491200055765537,0.0,0.0,0.003491200055765537
2008-04-03,0.005857926914331963,0.0,0.0,0.005857926914331963
2008-04-04,0.0018666129918328003,0.0,0.0,0.0018666129918328003
2008-04-07,0.0008209369628199126,0.0,0.0,0.0008209369628199126
2008-04-08,-0.004082239908499912,0.0,0.0,-0.004082239908499912
2008-04-09,-0.005938752554835338,0.0,0.0,-0.005938752554835338
2008-04-10,0.005242054384168599,0.0,0.0,0.005242054384168599
2008-04-11,-0.012490173043209775,0.0,0.0,-0.012490173043209775
2008-04-14,-0.00416281672946145,0.0,0.0,-0.00416281672946145
2008-04-15,0.0029079151484790624,0.0,0.0,0.0029079151484790624
2008-04-16,0.01959972815667095,0.0,0.0,0.01959972815667095
2008-04-17,-0.0018915723215209002,0.0,0.0,-0.0018915723215209002
2008-04-18,0.005478572138883275,0.0,0.0,0.005478572138883275
2008-04-21,0.00024575545320333744,0.0,0.0,0.00024575545320333744
2008-04-22,-0.006019068866547875,0.0,0.0,-0.006019068866547875
2008-04-23,0.0033304532251649875,0.0,0.0,0.0033304532251649875
2008-04-24,-0.0003620486453530877,0.0,0.0,-0.0003620486453530877
2008-04-25,0.0030174868728614253,0.0,0.0,0.0030174868728614253
2008-04-28,0.0022694259585715375,0.0,0.0,0.0022694259585715375
2008-04-29,-0.006096944697045876,0.0,0.0,-0.006096944697045876
2008-04-30,0.0012339177246578998,0.0,0.0,0.0012339177246578998
2008-05-01,0.00941239961568739,0.0,0.0,0.00941239961568739
2008-05-02,2.4277363771512545e-05,0.0,0.0,2.4277363771512545e-05
2008-05-05,0.0007626342332176374,0.0,0.0,0.0007626342332176374
2008-05-06,0.0039282005306162625,0.0,0.0,0.0039282005306162625
2008-05-07,-0.01432151021561415,0.0,0.0,-0.01432151021561415
2008-05-08,0.005119424850008362,0.0,0.0,0.005119424850008362
2008-05-09,-0.002084795877801425,0.0,0.0,-0.002084795877801425
2008-05-12,0.010010034602779362,0.0,0.0,0.010010034602779362
2008-05-13,-0.0022446944844005624,0.0,0.0,-0.0022446944844005624
2008-05-14,0.0007512053025248625,0.0,0.0,0.0007512053025248625
2008-05-15,0.012688433937419624,0.0,0.0,0.012688433937419624
2008-05-16,0.004114430417506487,0.0,0.0,0.004114430417506487
2008-05-19,0.0002910226206591126,0.0,0.0,0.0002910226206591126
2008-05-20,-0.0035266183241284004,0.0,0.0,-0.0035266183241284004
2008-05-21,-0.010113497460705037,0.0,0.0,-0.010113497460705037
2008-05-22,-0.0035631113637855745,0.0,0.0,-0.0035631113637855745
2008-05-23,-0.0050582512690958625,0.0,0.0,-0.0050582512690958625
